office,district,party,reporting_level,jurisdiction,county,county_num,votes
CONST. QUES,,NO,precinct,ABSENTEE & SPECIAL BALLOTS,ALLAMAKEE,3,650
PRESIDENT,,DEM,precinct,CENTER,ALLAMAKEE,3,56
PRESIDENT,,REP,precinct,CENTER,ALLAMAKEE,3,64
PRESIDENT,,GREEN,precinct,CENTER,ALLAMAKEE,3,4
PRESIDENT,,SC,precinct,CENTER,ALLAMAKEE,3,0
U.S REPRESENTATIVE,2,DEM,precinct,CENTER,ALLAMAKEE,3,59
U.S REPRESENTATIVE,2,REP,precinct,CENTER,ALLAMAKEE,3,69
CONST. QUES,,YES,precinct,CENTER,ALLAMAKEE,3,28
CONST. QUES,,NO,precinct,CENTER,ALLAMAKEE,3,65
IOWA SENATE,16,DEM,precinct,CENTER,ALLAMAKEE,3,45
IOWA SENATE,16,REP,precinct,CENTER,ALLAMAKEE,3,82
IOWA HOUSE,31,REP,precinct,CENTER,ALLAMAKEE,3,109
IOWA HOUSE,31,SC,precinct,CENTER,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,FAIRVIEW,ALLAMAKEE,3,21
PRESIDENT,,REP,precinct,FAIRVIEW,ALLAMAKEE,3,30
PRESIDENT,,GREEN,precinct,FAIRVIEW,ALLAMAKEE,3,0
PRESIDENT,,SC,precinct,FAIRVIEW,ALLAMAKEE,3,0
U.S REPRESENTATIVE,2,DEM,precinct,FAIRVIEW,ALLAMAKEE,3,18
U.S REPRESENTATIVE,2,REP,precinct,FAIRVIEW,ALLAMAKEE,3,32
CONST. QUES,,YES,precinct,FAIRVIEW,ALLAMAKEE,3,9
CONST. QUES,,NO,precinct,FAIRVIEW,ALLAMAKEE,3,30
IOWA SENATE,16,DEM,precinct,FAIRVIEW,ALLAMAKEE,3,19
IOWA SENATE,16,REP,precinct,FAIRVIEW,ALLAMAKEE,3,31
IOWA HOUSE,32,DEM,precinct,FAIRVIEW,ALLAMAKEE,3,23
IOWA HOUSE,32,REP,precinct,FAIRVIEW,ALLAMAKEE,3,27
IOWA HOUSE,32,SC,precinct,FAIRVIEW,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,FRANKLIN,ALLAMAKEE,3,36
PRESIDENT,,REP,precinct,FRANKLIN,ALLAMAKEE,3,94
PRESIDENT,,GREEN,precinct,FRANKLIN,ALLAMAKEE,3,3
PRESIDENT,,SC,precinct,FRANKLIN,ALLAMAKEE,3,4
U.S REPRESENTATIVE,2,DEM,precinct,FRANKLIN,ALLAMAKEE,3,28
U.S REPRESENTATIVE,2,REP,precinct,FRANKLIN,ALLAMAKEE,3,103
CONST. QUES,,YES,precinct,FRANKLIN,ALLAMAKEE,3,33
CONST. QUES,,NO,precinct,FRANKLIN,ALLAMAKEE,3,66
IOWA SENATE,16,DEM,precinct,FRANKLIN,ALLAMAKEE,3,19
IOWA SENATE,16,REP,precinct,FRANKLIN,ALLAMAKEE,3,113
IOWA HOUSE,31,REP,precinct,FRANKLIN,ALLAMAKEE,3,114
IOWA HOUSE,31,SC,precinct,FRANKLIN,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,FRENCH CREEK,ALLAMAKEE,3,37
PRESIDENT,,REP,precinct,FRENCH CREEK,ALLAMAKEE,3,40
PRESIDENT,,GREEN,precinct,FRENCH CREEK,ALLAMAKEE,3,0
PRESIDENT,,SC,precinct,FRENCH CREEK,ALLAMAKEE,3,1
U.S REPRESENTATIVE,2,DEM,precinct,FRENCH CREEK,ALLAMAKEE,3,34
U.S REPRESENTATIVE,2,REP,precinct,FRENCH CREEK,ALLAMAKEE,3,43
CONST. QUES,,YES,precinct,FRENCH CREEK,ALLAMAKEE,3,8
CONST. QUES,,NO,precinct,FRENCH CREEK,ALLAMAKEE,3,48
IOWA SENATE,16,DEM,precinct,FRENCH CREEK,ALLAMAKEE,3,31
IOWA SENATE,16,REP,precinct,FRENCH CREEK,ALLAMAKEE,3,48
IOWA HOUSE,31,REP,precinct,FRENCH CREEK,ALLAMAKEE,3,67
IOWA HOUSE,31,SC,precinct,FRENCH CREEK,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,HANOVER,ALLAMAKEE,3,34
PRESIDENT,,REP,precinct,HANOVER,ALLAMAKEE,3,39
PRESIDENT,,GREEN,precinct,HANOVER,ALLAMAKEE,3,5
PRESIDENT,,SC,precinct,HANOVER,ALLAMAKEE,3,7
U.S REPRESENTATIVE,2,DEM,precinct,HANOVER,ALLAMAKEE,3,38
U.S REPRESENTATIVE,2,REP,precinct,HANOVER,ALLAMAKEE,3,38
CONST. QUES,,YES,precinct,HANOVER,ALLAMAKEE,3,13
CONST. QUES,,NO,precinct,HANOVER,ALLAMAKEE,3,42
IOWA SENATE,16,DEM,precinct,HANOVER,ALLAMAKEE,3,38
IOWA SENATE,16,REP,precinct,HANOVER,ALLAMAKEE,3,40
IOWA HOUSE,31,REP,precinct,HANOVER,ALLAMAKEE,3,51
IOWA HOUSE,31,SC,precinct,HANOVER,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,IOWA,ALLAMAKEE,3,134
PRESIDENT,,REP,precinct,IOWA,ALLAMAKEE,3,145
PRESIDENT,,GREEN,precinct,IOWA,ALLAMAKEE,3,7
PRESIDENT,,SC,precinct,IOWA,ALLAMAKEE,3,5
U.S REPRESENTATIVE,2,DEM,precinct,IOWA,ALLAMAKEE,3,98
U.S REPRESENTATIVE,2,REP,precinct,IOWA,ALLAMAKEE,3,185
CONST. QUES,,YES,precinct,IOWA,ALLAMAKEE,3,39
CONST. QUES,,NO,precinct,IOWA,ALLAMAKEE,3,122
IOWA SENATE,16,DEM,precinct,IOWA,ALLAMAKEE,3,90
IOWA SENATE,16,REP,precinct,IOWA,ALLAMAKEE,3,192
IOWA HOUSE,31,REP,precinct,IOWA,ALLAMAKEE,3,216
IOWA HOUSE,31,SC,precinct,IOWA,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,JEFFERSON,ALLAMAKEE,3,61
PRESIDENT,,REP,precinct,JEFFERSON,ALLAMAKEE,3,118
PRESIDENT,,GREEN,precinct,JEFFERSON,ALLAMAKEE,3,6
PRESIDENT,,SC,precinct,JEFFERSON,ALLAMAKEE,3,6
U.S REPRESENTATIVE,2,DEM,precinct,JEFFERSON,ALLAMAKEE,3,64
U.S REPRESENTATIVE,2,REP,precinct,JEFFERSON,ALLAMAKEE,3,124
CONST. QUES,,YES,precinct,JEFFERSON,ALLAMAKEE,3,40
CONST. QUES,,NO,precinct,JEFFERSON,ALLAMAKEE,3,97
IOWA SENATE,16,DEM,precinct,JEFFERSON,ALLAMAKEE,3,59
IOWA SENATE,16,REP,precinct,JEFFERSON,ALLAMAKEE,3,127
IOWA HOUSE,31,REP,precinct,JEFFERSON,ALLAMAKEE,3,164
IOWA HOUSE,31,SC,precinct,JEFFERSON,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,LAFAYETTE,ALLAMAKEE,3,81
PRESIDENT,,REP,precinct,LAFAYETTE,ALLAMAKEE,3,60
PRESIDENT,,GREEN,precinct,LAFAYETTE,ALLAMAKEE,3,11
PRESIDENT,,SC,precinct,LAFAYETTE,ALLAMAKEE,3,3
U.S REPRESENTATIVE,2,DEM,precinct,LAFAYETTE,ALLAMAKEE,3,66
U.S REPRESENTATIVE,2,REP,precinct,LAFAYETTE,ALLAMAKEE,3,84
CONST. QUES,,YES,precinct,LAFAYETTE,ALLAMAKEE,3,26
CONST. QUES,,NO,precinct,LAFAYETTE,ALLAMAKEE,3,86
IOWA SENATE,16,DEM,precinct,LAFAYETTE,ALLAMAKEE,3,64
IOWA SENATE,16,REP,precinct,LAFAYETTE,ALLAMAKEE,3,88
IOWA HOUSE,31,REP,precinct,LAFAYETTE,ALLAMAKEE,3,112
IOWA HOUSE,31,SC,precinct,LAFAYETTE,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,LANSING,ALLAMAKEE,3,312
PRESIDENT,,REP,precinct,LANSING,ALLAMAKEE,3,222
PRESIDENT,,GREEN,precinct,LANSING,ALLAMAKEE,3,19
PRESIDENT,,SC,precinct,LANSING,ALLAMAKEE,3,5
U.S REPRESENTATIVE,2,DEM,precinct,LANSING,ALLAMAKEE,3,252
U.S REPRESENTATIVE,2,REP,precinct,LANSING,ALLAMAKEE,3,294
CONST. QUES,,YES,precinct,LANSING,ALLAMAKEE,3,114
CONST. QUES,,NO,precinct,LANSING,ALLAMAKEE,3,264
IOWA SENATE,16,DEM,precinct,LANSING,ALLAMAKEE,3,245
IOWA SENATE,16,REP,precinct,LANSING,ALLAMAKEE,3,305
IOWA HOUSE,31,REP,precinct,LANSING,ALLAMAKEE,3,403
IOWA HOUSE,31,SC,precinct,LANSING,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,LINTON,ALLAMAKEE,3,40
PRESIDENT,,REP,precinct,LINTON,ALLAMAKEE,3,54
PRESIDENT,,GREEN,precinct,LINTON,ALLAMAKEE,3,3
PRESIDENT,,SC,precinct,LINTON,ALLAMAKEE,3,1
U.S REPRESENTATIVE,2,DEM,precinct,LINTON,ALLAMAKEE,3,36
U.S REPRESENTATIVE,2,REP,precinct,LINTON,ALLAMAKEE,3,62
CONST. QUES,,YES,precinct,LINTON,ALLAMAKEE,3,21
CONST. QUES,,NO,precinct,LINTON,ALLAMAKEE,3,59
IOWA SENATE,16,DEM,precinct,LINTON,ALLAMAKEE,3,29
IOWA SENATE,16,REP,precinct,LINTON,ALLAMAKEE,3,73
IOWA HOUSE,32,DEM,precinct,LINTON,ALLAMAKEE,3,31
IOWA HOUSE,32,REP,precinct,LINTON,ALLAMAKEE,3,67
IOWA HOUSE,32,SC,precinct,LINTON,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,LUDLOW,ALLAMAKEE,3,57
PRESIDENT,,REP,precinct,LUDLOW,ALLAMAKEE,3,122
PRESIDENT,,GREEN,precinct,LUDLOW,ALLAMAKEE,3,4
PRESIDENT,,SC,precinct,LUDLOW,ALLAMAKEE,3,2
U.S REPRESENTATIVE,2,DEM,precinct,LUDLOW,ALLAMAKEE,3,50
U.S REPRESENTATIVE,2,REP,precinct,LUDLOW,ALLAMAKEE,3,131
CONST. QUES,,YES,precinct,LUDLOW,ALLAMAKEE,3,28
CONST. QUES,,NO,precinct,LUDLOW,ALLAMAKEE,3,102
IOWA SENATE,16,DEM,precinct,LUDLOW,ALLAMAKEE,3,47
IOWA SENATE,16,REP,precinct,LUDLOW,ALLAMAKEE,3,137
IOWA HOUSE,31,REP,precinct,LUDLOW,ALLAMAKEE,3,164
IOWA HOUSE,31,SC,precinct,LUDLOW,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,MAKEE,ALLAMAKEE,3,88
PRESIDENT,,REP,precinct,MAKEE,ALLAMAKEE,3,101
PRESIDENT,,GREEN,precinct,MAKEE,ALLAMAKEE,3,12
PRESIDENT,,SC,precinct,MAKEE,ALLAMAKEE,3,5
U.S REPRESENTATIVE,2,DEM,precinct,MAKEE,ALLAMAKEE,3,70
U.S REPRESENTATIVE,2,REP,precinct,MAKEE,ALLAMAKEE,3,136
CONST. QUES,,YES,precinct,MAKEE,ALLAMAKEE,3,35
CONST. QUES,,NO,precinct,MAKEE,ALLAMAKEE,3,95
IOWA SENATE,16,DEM,precinct,MAKEE,ALLAMAKEE,3,67
IOWA SENATE,16,REP,precinct,MAKEE,ALLAMAKEE,3,137
IOWA HOUSE,31,REP,precinct,MAKEE,ALLAMAKEE,3,164
IOWA HOUSE,31,SC,precinct,MAKEE,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,PAINT CREEK,ALLAMAKEE,3,71
PRESIDENT,,REP,precinct,PAINT CREEK,ALLAMAKEE,3,115
PRESIDENT,,GREEN,precinct,PAINT CREEK,ALLAMAKEE,3,5
PRESIDENT,,SC,precinct,PAINT CREEK,ALLAMAKEE,3,2
U.S REPRESENTATIVE,2,DEM,precinct,PAINT CREEK,ALLAMAKEE,3,64
U.S REPRESENTATIVE,2,REP,precinct,PAINT CREEK,ALLAMAKEE,3,126
CONST. QUES,,YES,precinct,PAINT CREEK,ALLAMAKEE,3,36
CONST. QUES,,NO,precinct,PAINT CREEK,ALLAMAKEE,3,93
IOWA SENATE,16,DEM,precinct,PAINT CREEK,ALLAMAKEE,3,59
IOWA SENATE,16,REP,precinct,PAINT CREEK,ALLAMAKEE,3,128
IOWA HOUSE,31,REP,precinct,PAINT CREEK,ALLAMAKEE,3,158
IOWA HOUSE,31,SC,precinct,PAINT CREEK,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,POST,ALLAMAKEE,3,49
PRESIDENT,,REP,precinct,POST,ALLAMAKEE,3,108
PRESIDENT,,GREEN,precinct,POST,ALLAMAKEE,3,9
PRESIDENT,,SC,precinct,POST,ALLAMAKEE,3,1
U.S REPRESENTATIVE,2,DEM,precinct,POST,ALLAMAKEE,3,167
U.S REPRESENTATIVE,2,REP,precinct,POST,ALLAMAKEE,3,340
CONST. QUES,,YES,precinct,POST,ALLAMAKEE,3,96
CONST. QUES,,NO,precinct,POST,ALLAMAKEE,3,200
IOWA SENATE,16,DEM,precinct,POST,ALLAMAKEE,3,39
IOWA SENATE,16,REP,precinct,POST,ALLAMAKEE,3,393
IOWA HOUSE,31,REP,precinct,POST,ALLAMAKEE,3,307
IOWA HOUSE,31,SC,precinct,POST,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,POSTVILLE,ALLAMAKEE,3,238
PRESIDENT,,REP,precinct,POSTVILLE,ALLAMAKEE,3,272
PRESIDENT,,GREEN,precinct,POSTVILLE,ALLAMAKEE,3,9
PRESIDENT,,SC,precinct,POSTVILLE,ALLAMAKEE,3,0
U.S REPRESENTATIVE,2,DEM,precinct,POSTVILLE,ALLAMAKEE,3,137
U.S REPRESENTATIVE,2,REP,precinct,POSTVILLE,ALLAMAKEE,3,115
CONST. QUES,,YES,precinct,POSTVILLE,ALLAMAKEE,3,32
CONST. QUES,,NO,precinct,POSTVILLE,ALLAMAKEE,3,96
IOWA SENATE,16,DEM,precinct,POSTVILLE,ALLAMAKEE,3,126
IOWA SENATE,16,REP,precinct,POSTVILLE,ALLAMAKEE,3,127
IOWA HOUSE,32,DEM,precinct,POSTVILLE,ALLAMAKEE,3,204
IOWA HOUSE,32,REP,precinct,POSTVILLE,ALLAMAKEE,3,140
IOWA HOUSE,32,SC,precinct,POSTVILLE,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,TAYLOR,ALLAMAKEE,3,155
PRESIDENT,,REP,precinct,TAYLOR,ALLAMAKEE,3,94
PRESIDENT,,GREEN,precinct,TAYLOR,ALLAMAKEE,3,5
PRESIDENT,,SC,precinct,TAYLOR,ALLAMAKEE,3,2
U.S REPRESENTATIVE,2,DEM,precinct,TAYLOR,ALLAMAKEE,3,50
U.S REPRESENTATIVE,2,REP,precinct,TAYLOR,ALLAMAKEE,3,115
CONST. QUES,,YES,precinct,TAYLOR,ALLAMAKEE,3,52
CONST. QUES,,NO,precinct,TAYLOR,ALLAMAKEE,3,91
IOWA SENATE,16,DEM,precinct,TAYLOR,ALLAMAKEE,3,141
IOWA SENATE,16,REP,precinct,TAYLOR,ALLAMAKEE,3,116
IOWA HOUSE,31,REP,precinct,TAYLOR,ALLAMAKEE,3,151
IOWA HOUSE,31,SC,precinct,TAYLOR,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,UNION CITY,ALLAMAKEE,3,34
PRESIDENT,,REP,precinct,UNION CITY,ALLAMAKEE,3,71
PRESIDENT,,GREEN,precinct,UNION CITY,ALLAMAKEE,3,2
PRESIDENT,,SC,precinct,UNION CITY,ALLAMAKEE,3,2
U.S REPRESENTATIVE,2,DEM,precinct,UNION CITY,ALLAMAKEE,3,23
U.S REPRESENTATIVE,2,REP,precinct,UNION CITY,ALLAMAKEE,3,84
CONST. QUES,,YES,precinct,UNION CITY,ALLAMAKEE,3,16
CONST. QUES,,NO,precinct,UNION CITY,ALLAMAKEE,3,57
IOWA SENATE,16,DEM,precinct,UNION CITY,ALLAMAKEE,3,21
IOWA SENATE,16,REP,precinct,UNION CITY,ALLAMAKEE,3,85
IOWA HOUSE,31,REP,precinct,UNION CITY,ALLAMAKEE,3,91
IOWA HOUSE,31,SC,precinct,UNION CITY,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,UNION PRAIRIE,ALLAMAKEE,3,73
PRESIDENT,,REP,precinct,UNION PRAIRIE,ALLAMAKEE,3,95
PRESIDENT,,GREEN,precinct,UNION PRAIRIE,ALLAMAKEE,3,12
PRESIDENT,,SC,precinct,UNION PRAIRIE,ALLAMAKEE,3,6
U.S REPRESENTATIVE,2,DEM,precinct,UNION PRAIRIE,ALLAMAKEE,3,61
U.S REPRESENTATIVE,2,REP,precinct,UNION PRAIRIE,ALLAMAKEE,3,116
CONST. QUES,,YES,precinct,UNION PRAIRIE,ALLAMAKEE,3,35
CONST. QUES,,NO,precinct,UNION PRAIRIE,ALLAMAKEE,3,97
IOWA SENATE,16,DEM,precinct,UNION PRAIRIE,ALLAMAKEE,3,62
IOWA SENATE,16,REP,precinct,UNION PRAIRIE,ALLAMAKEE,3,116
IOWA HOUSE,31,REP,precinct,UNION PRAIRIE,ALLAMAKEE,3,136
IOWA HOUSE,31,SC,precinct,UNION PRAIRIE,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,WATERLOO,ALLAMAKEE,3,58
PRESIDENT,,REP,precinct,WATERLOO,ALLAMAKEE,3,51
PRESIDENT,,GREEN,precinct,WATERLOO,ALLAMAKEE,3,6
PRESIDENT,,SC,precinct,WATERLOO,ALLAMAKEE,3,0
U.S REPRESENTATIVE,2,DEM,precinct,WATERLOO,ALLAMAKEE,3,49
U.S REPRESENTATIVE,2,REP,precinct,WATERLOO,ALLAMAKEE,3,69
CONST. QUES,,YES,precinct,WATERLOO,ALLAMAKEE,3,35
CONST. QUES,,NO,precinct,WATERLOO,ALLAMAKEE,3,55
IOWA SENATE,16,DEM,precinct,WATERLOO,ALLAMAKEE,3,42
IOWA SENATE,16,REP,precinct,WATERLOO,ALLAMAKEE,3,76
IOWA HOUSE,31,REP,precinct,WATERLOO,ALLAMAKEE,3,88
IOWA HOUSE,31,SC,precinct,WATERLOO,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,WAUKON 1,ALLAMAKEE,3,203
PRESIDENT,,REP,precinct,WAUKON 1,ALLAMAKEE,3,273
PRESIDENT,,GREEN,precinct,WAUKON 1,ALLAMAKEE,3,7
PRESIDENT,,SC,precinct,WAUKON 1,ALLAMAKEE,3,6
U.S REPRESENTATIVE,2,DEM,precinct,WAUKON 1,ALLAMAKEE,3,184
U.S REPRESENTATIVE,2,REP,precinct,WAUKON 1,ALLAMAKEE,3,301
CONST. QUES,,YES,precinct,WAUKON 1,ALLAMAKEE,3,106
CONST. QUES,,NO,precinct,WAUKON 1,ALLAMAKEE,3,226
IOWA SENATE,16,DEM,precinct,WAUKON 1,ALLAMAKEE,3,170
IOWA SENATE,16,REP,precinct,WAUKON 1,ALLAMAKEE,3,307
IOWA HOUSE,31,REP,precinct,WAUKON 1,ALLAMAKEE,3,411
IOWA HOUSE,31,SC,precinct,WAUKON 1,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,WAUKON 2,ALLAMAKEE,3,235
PRESIDENT,,REP,precinct,WAUKON 2,ALLAMAKEE,3,246
PRESIDENT,,GREEN,precinct,WAUKON 2,ALLAMAKEE,3,19
PRESIDENT,,SC,precinct,WAUKON 2,ALLAMAKEE,3,3
U.S REPRESENTATIVE,2,DEM,precinct,WAUKON 2,ALLAMAKEE,3,183
U.S REPRESENTATIVE,2,REP,precinct,WAUKON 2,ALLAMAKEE,3,317
CONST. QUES,,YES,precinct,WAUKON 2,ALLAMAKEE,3,120
CONST. QUES,,NO,precinct,WAUKON 2,ALLAMAKEE,3,245
IOWA SENATE,16,DEM,precinct,WAUKON 2,ALLAMAKEE,3,205
IOWA SENATE,16,REP,precinct,WAUKON 2,ALLAMAKEE,3,298
IOWA HOUSE,31,REP,precinct,WAUKON 2,ALLAMAKEE,3,420
IOWA HOUSE,31,SC,precinct,WAUKON 2,ALLAMAKEE,3,0
PRESIDENT,,DEM,precinct,WAUKON 3,ALLAMAKEE,3,210
PRESIDENT,,REP,precinct,WAUKON 3,ALLAMAKEE,3,242
PRESIDENT,,GREEN,precinct,WAUKON 3,ALLAMAKEE,3,12
PRESIDENT,,SC,precinct,WAUKON 3,ALLAMAKEE,3,14
U.S REPRESENTATIVE,2,DEM,precinct,WAUKON 3,ALLAMAKEE,3,172
U.S REPRESENTATIVE,2,REP,precinct,WAUKON 3,ALLAMAKEE,3,289
CONST. QUES,,YES,precinct,WAUKON 3,ALLAMAKEE,3,90
CONST. QUES,,NO,precinct,WAUKON 3,ALLAMAKEE,3,209
IOWA SENATE,16,DEM,precinct,WAUKON 3,ALLAMAKEE,3,173
IOWA SENATE,16,REP,precinct,WAUKON 3,ALLAMAKEE,3,293
IOWA HOUSE,31,REP,precinct,WAUKON 3,ALLAMAKEE,3,376
IOWA HOUSE,31,SC,precinct,WAUKON 3,ALLAMAKEE,3,0
IOWA HOUSE,91,DEM,precinct,ABS & SP BALLOTS HSE 91,APPANOOSE,4,176
IOWA HOUSE,91,REP,precinct,ABS & SP BALLOTS HSE 91,APPANOOSE,4,207
IOWA HOUSE,92,DEM,precinct,ABS & SP BALLOTS HSE 92,APPANOOSE,4,696
IOWA SENATE,46,DEM,precinct,ABS & SP BALLOTS SEN 46,APPANOOSE,4,841
IOWA SENATE,46,REP,precinct,ABS & SP BALLOTS SEN 46,APPANOOSE,4,697
PRESIDENT,,DEM,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,820
PRESIDENT,,REP,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,720
PRESIDENT,,GREEN,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,20
PRESIDENT,,SC,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,12
U.S REPRESENTATIVE,3,DEM,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,997
U.S REPRESENTATIVE,3,REP,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,500
U.S REPRESENTATIVE,3,OTH,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,23
U.S REPRESENTATIVE,3,SC,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,30
CONST. QUES,,YES,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,193
CONST. QUES,,NO,precinct,ABSENTEE & SPECIAL BALLOTS,APPANOOSE,4,816
PRESIDENT,,DEM,precinct,BELLAIR LINCOLN,APPANOOSE,4,98
PRESIDENT,,REP,precinct,BELLAIR LINCOLN,APPANOOSE,4,140
PRESIDENT,,GREEN,precinct,BELLAIR LINCOLN,APPANOOSE,4,2
PRESIDENT,,SC,precinct,BELLAIR LINCOLN,APPANOOSE,4,0
U.S REPRESENTATIVE,3,DEM,precinct,BELLAIR LINCOLN,APPANOOSE,4,141
U.S REPRESENTATIVE,3,REP,precinct,BELLAIR LINCOLN,APPANOOSE,4,87
U.S REPRESENTATIVE,3,OTH,precinct,BELLAIR LINCOLN,APPANOOSE,4,4
U.S REPRESENTATIVE,3,SC,precinct,BELLAIR LINCOLN,APPANOOSE,4,4
CONST. QUES,,YES,precinct,BELLAIR LINCOLN,APPANOOSE,4,26
CONST. QUES,,NO,precinct,BELLAIR LINCOLN,APPANOOSE,4,128
IOWA SENATE,46,DEM,precinct,BELLAIR LINCOLN,APPANOOSE,4,85
IOWA SENATE,46,REP,precinct,BELLAIR LINCOLN,APPANOOSE,4,141
IOWA HOUSE,91,DEM,precinct,BELLAIR LINCOLN,APPANOOSE,4,52
IOWA HOUSE,91,REP,precinct,BELLAIR LINCOLN,APPANOOSE,4,166
PRESIDENT,,DEM,precinct,CALDWELL,APPANOOSE,4,70
PRESIDENT,,REP,precinct,CALDWELL,APPANOOSE,4,89
PRESIDENT,,GREEN,precinct,CALDWELL,APPANOOSE,4,6
PRESIDENT,,SC,precinct,CALDWELL,APPANOOSE,4,0
U.S REPRESENTATIVE,3,DEM,precinct,CALDWELL,APPANOOSE,4,94
U.S REPRESENTATIVE,3,REP,precinct,CALDWELL,APPANOOSE,4,53
U.S REPRESENTATIVE,3,OTH,precinct,CALDWELL,APPANOOSE,4,2
U.S REPRESENTATIVE,3,SC,precinct,CALDWELL,APPANOOSE,4,5
CONST. QUES,,YES,precinct,CALDWELL,APPANOOSE,4,18
CONST. QUES,,NO,precinct,CALDWELL,APPANOOSE,4,72
IOWA SENATE,46,DEM,precinct,CALDWELL,APPANOOSE,4,60
IOWA SENATE,46,REP,precinct,CALDWELL,APPANOOSE,4,95
IOWA HOUSE,92,DEM,precinct,CALDWELL,APPANOOSE,4,85
PRESIDENT,,DEM,precinct,CENTERVILLE W1,APPANOOSE,4,209
PRESIDENT,,REP,precinct,CENTERVILLE W1,APPANOOSE,4,252
PRESIDENT,,GREEN,precinct,CENTERVILLE W1,APPANOOSE,4,13
PRESIDENT,,SC,precinct,CENTERVILLE W1,APPANOOSE,4,2
U.S REPRESENTATIVE,3,DEM,precinct,CENTERVILLE W1,APPANOOSE,4,280
U.S REPRESENTATIVE,3,REP,precinct,CENTERVILLE W1,APPANOOSE,4,162
U.S REPRESENTATIVE,3,OTH,precinct,CENTERVILLE W1,APPANOOSE,4,5
U.S REPRESENTATIVE,3,SC,precinct,CENTERVILLE W1,APPANOOSE,4,7
CONST. QUES,,YES,precinct,CENTERVILLE W1,APPANOOSE,4,59
CONST. QUES,,NO,precinct,CENTERVILLE W1,APPANOOSE,4,202
IOWA SENATE,46,DEM,precinct,CENTERVILLE W1,APPANOOSE,4,186
IOWA SENATE,46,REP,precinct,CENTERVILLE W1,APPANOOSE,4,265
IOWA HOUSE,92,DEM,precinct,CENTERVILLE W1,APPANOOSE,4,266
PRESIDENT,,DEM,precinct,CENTERVILLE W2,APPANOOSE,4,207
PRESIDENT,,REP,precinct,CENTERVILLE W2,APPANOOSE,4,300
PRESIDENT,,GREEN,precinct,CENTERVILLE W2,APPANOOSE,4,6
PRESIDENT,,SC,precinct,CENTERVILLE W2,APPANOOSE,4,6
U.S REPRESENTATIVE,3,DEM,precinct,CENTERVILLE W2,APPANOOSE,4,298
U.S REPRESENTATIVE,3,REP,precinct,CENTERVILLE W2,APPANOOSE,4,178
U.S REPRESENTATIVE,3,OTH,precinct,CENTERVILLE W2,APPANOOSE,4,14
U.S REPRESENTATIVE,3,SC,precinct,CENTERVILLE W2,APPANOOSE,4,20
CONST. QUES,,YES,precinct,CENTERVILLE W2,APPANOOSE,4,95
CONST. QUES,,NO,precinct,CENTERVILLE W2,APPANOOSE,4,212
IOWA SENATE,46,DEM,precinct,CENTERVILLE W2,APPANOOSE,4,189
IOWA SENATE,46,REP,precinct,CENTERVILLE W2,APPANOOSE,4,306
IOWA HOUSE,92,DEM,precinct,CENTERVILLE W2,APPANOOSE,4,304
PRESIDENT,,DEM,precinct,CENTERVILLE W3,APPANOOSE,4,257
PRESIDENT,,REP,precinct,CENTERVILLE W3,APPANOOSE,4,272
PRESIDENT,,GREEN,precinct,CENTERVILLE W3,APPANOOSE,4,15
PRESIDENT,,SC,precinct,CENTERVILLE W3,APPANOOSE,4,8
U.S REPRESENTATIVE,3,DEM,precinct,CENTERVILLE W3,APPANOOSE,4,349
U.S REPRESENTATIVE,3,REP,precinct,CENTERVILLE W3,APPANOOSE,4,139
U.S REPRESENTATIVE,3,OTH,precinct,CENTERVILLE W3,APPANOOSE,4,13
U.S REPRESENTATIVE,3,SC,precinct,CENTERVILLE W3,APPANOOSE,4,21
